"prior_message","barney_message"
"Still, what does this mean? Are we dating now? I mean, I never pictured it going down this way, but maybe that's how it had to happen. I mean, think about it...","Someone get him a sh*t, he's thinking again."
"Wake her up and say what?","Daddy's home."
"I know, it's two years of my life I'm never getting back. A little part of me just wants to jump the bones of the next guy I see.","Daddy's home."
"Or the one after that.","OK, fair enough. I've got to prove a point to a friend, so you just gave me your number and your name is Amy."
"OK, fair enough. I've got to prove a point to a friend, so you just gave me your number and your name is Amy.","Ladies."
"Hey guys.","Robin."
"Hi Robin.","Top of the morning."
"I love to snack.","I'm good."
"Who the hell am I gonna bring to this wedding?","Ted, have you ignored all my teachings? Ted: For the most part, yeah."
"Ted, have you ignored all my teachings? Ted: For the most part, yeah.","You don't bring a date to a wedding. That's like bringing a deer carcass on a hunting trip. Oh Ted, oh Ted, no, no date."
"Deer carcass, really? That's the metaphor you're going for?","Ted, it's a simile."
"Never really clicked. I felt bad though, he was pretty bummed.","Don't b*at yourself up. He'll be fine. I mean, the guy's like a billionaire. He can put his platinum card on a fishing line and reel in 10 chicks hotter than you."
"I need a date to this wedding. Wish me luck","What I don't get is, why is Claudia marrying Stuart? She's way hotter than him. How way? Way way."
"Ah, here we go.","What?"
"A little girl?","What up?"
"Right. But I'm the bride, so I win.","Seriously, Claudia and Stuart?! I mean, I've hooked up with the odd lass who was beneath my level of attractiveness, but, you know, I was drunk. There's no way Claudia has been drunk for three years."
"Yeah, how was that manicure yesterday?","Invigorating, thanks."
"I don't believe this, Claudia is crazy.","But to be fair, she's also hot."
"I totally checked 'plus one', I'm sure I did.","Yeah, right."
"I did.","Yeah, I don't think you did. You know why? Because deep down, you didn't want to show up at this thing with a date. See, for all your big talk about being ready for a relationship, deep down you're single. It's your default setting. Ted, you know what's in the back of your brain?"
"Oh great, here comes the 'little Barney' speech.","Behind a curtain, in a dark little room, secretly controlling your every move..."
"A little Barney.","A little Barney. And you know what he said? ""Ted, you will bring no dates to this wedding. You will hit on drunk bridesmaids with actual-size Barney."""
"INT. MACLAREN'S","OK, I've got it. Here, put on this eye patch."
"Hi, sad-eyes. What's got you down? Claudia: Stuart and I just broke up.","Oh, God, I'm so sorry. That's just, that's just... two vodka cranberries."
"You remembered I drink vodka cranberries.","Remember? When it comes to you, how could I forget?"
"Remember? When it comes to you, how could I forget?","They all drink vodka cranberries."
"They all drink vodka cranberries.","So, is there anything else you need, sweetie?"
"You got $400,000?","No, but I do have a hug."
"No, but I do have a hug.","Thank you."
"Maybe we got together too young. Maybe that's what the problem was. I mean, I'm 28 years old. I've really only been with one man.","That's just, that's... two more vodka cranberries please."
"That's just, that's... two more vodka cranberries please.","Claudia, it's all gonna be OK."
"Thanks for listening, Barney. Really means a lot to me.","Isn't it weird that we should run into each other like this? Two souls of equal levels of attractiveness, both fitting together like two pieces of a very attractive puzzle."
"Oh, hell no.","Oww"
"Claudia is getting married tomorrow and so help me God, if I catch you even so much as breathing the same air as her, I will take those peanuts you try to pass off as testicles and I will squeeze them so hard your eyes pop out and then I'll feed them to you like grapes.","Wait, my eyes or my testicles? Lily: One of each."
"Wait, my eyes or my testicles? Lily: One of each.","All right, all right."
"Coming up, are there snakes living in your walls? The answer may surprise you, after the break.","Man, you know something, Stuart's my new hero. If that dude can bag a nine, I gotta be able to bag like a sixteen."
"What's a sixteen?","Those two eight's right over there. Yeah."
"Look at that. That's how it's supposed to be, that, right there. Easy. Simple. It's just not like that with Robin. It's not easy, and on some level, it has to just be easy.","Speaking of easy, bridesmaids, Ted. Bridesmaids."
"I'm single. Maybe that's just who I am. And you know what? I like being single.","Being single's the best."
"Stay out as late as you want.","Answer to no one."
"The whole world full of endless possibilities.","Never having to go to a farmer's market."
"Never having to go to a farmer's market.","OK, ah, doing some math here. Table six has got three bridesmaids, an eight, an eight and a seven. I am willing to give you one of the eight's, lowering myself to a fifteen, which means you owe me..."
"Wow, the Peace Corps?","Yeah, I ship out tomorrow for two years. You know, some people say the Peace Corps is the most noble thing a person can do. To those people, I say, ""Is it?"" And usually they say, ""yes it is."""
"Barney, they are so right. I wish there was something I could do.","Oh, Tanya, I'm so glad you said that."
"Wow, this is kind of exciting. Our names will forever be shrouded...","Ted, Ted, Ted, look, I got a bridesmaid, Ted, look, look, Ted, the second hottest bridesmaid, Ted, look. See ya Ted."
"INT. MASSAGE PARLOR","This better be good, I'm about to enter nirvana. By the way, I should give you Nirvana's phone number, she gives a great massage. Say what?"
"Uh, listen, Barney, I saw you talking to that bridesmaid last night. Did you happen to get her phone number?","You know I did."
"Great. I'm gonna need you to call her for me.","You know I won't."
"Oh, come on, Barney. It's for a good cause.","Ted going all castrati over another girl is exactly not a good cause. Sorry, buddy, I wish I could help you, my hands are tied. Oh no, wait, that was last night."
"OK, Barney, I'll tell you what I'm gonna do. You make this call and I will go with you to Foxy Boxing.","Really? Ted: Yeah."
"Really? Ted: Yeah.","But you always said that Foxy Boxing girls were neither foxy nor good at boxing."
"I'm ready to be proven wrong.","Tonight? Ted: Tonight. Dial."
"Tonight? Ted: Tonight. Dial.","Yeah, Tanya, turns out I don't leave for the Peace Corps until tomorrow. Yeah, I know, sucks. Just one fewer day I get to help people. Anyway, this girl, any idea who she was? Hold on."
"Yeah, Tanya, turns out I don't leave for the Peace Corps until tomorrow. Yeah, I know, sucks. Just one fewer day I get to help people. Anyway, this girl, any idea who she was? Hold on.","What kind of shoes..."
"What kind of shoes...","Tanya, he's a dude. He's not gonna know what kind of shoes she was wearing."
"Actually.","Oh come on."
"Whoa. There she goes.","Apparently she was wearing brown shoes with little snowflakes on them."
"Yeah, they do sound cute. Any idea who...? OK, well thanks anyway. Yeah, you take... Tonight? Well, I'm shipping out pretty early so I won't be able to stay over, but, yeah, sure, I'd love to. OK, I'll talk to you later.","Sorry, Ted, I won't be able to make foxy boxing tonight."
"And here's the most amazing part. Because I told her I converted all my money to India dollars, she gave me fifty bucks to take a cab to the airport. That's right, I just got paid for sex.","I really should give this money to the Peace Corps. They've done so much for me lately."
"Going. Getting.","Ted, oh my gosh, I love this moment. You know why? Because I'm gonna say it and this time you're actually gonna say yes. You ready? You ready to say yes? Ted, suit up!"
"Yes! No.","Oh come on!"
"Good luck, dude. Grab me a cupcake.","Ted, you still with us?"
"And to our dying day, we will remember everything about that night as perfect. Maybe we both need that. So many things go wrong in life, but this is the one thing that never will. It'll always, always be pure, unadulterated awesome. If I walk in there, I'm robbing both of us of what could be...","The meter's running, dude. Crap or get off the pot."
"Yup.","Hanging out at a coffee place is not nearly as much fun as hanging out at a bar."
"That cute coffee girl wrote a heart by your name. Somebody has a crush on you.","Somebody thinks you're me."
"Mine says ""Ted,"" no heart.","Mine says... ""Swarley."" How'd they get ""Swarley"" from ""Barney""? It's not even a name. Who would ever be called ""Swarley""? Oh, please don't start calling me ""Swarley."" This would never happen at a bar!"
"Hey, dude, by the way, I really like that suit. Tell me about the fabric. Is it foreign or something?","Wow. It is foreign. I'm impressed, Ted. It's Moroccan, actually."
